Category,Description,UOM,Customer Price,SKU,UPC,Manufacturer Part Number,Source Date
Protection,1P 600V FUSBLK,ea,17.3640,1136809,5171248640,BUSS BMM603-1PQ,2026-08-25
Protection,600V J TD FUSE,ea,94.0660,67925,5171252332,BUSS LPJ-35SP,2026-08-25
Protection,1P 600V FUSBLK,ea,23.8120,1139360,5171248633,BUSS BCM603-1PQ,2026-08-25
Protection,2P 600V FUSBLK,ea,36.2440,1139362,5171248673,BUSS BCM603-2PQ,2026-08-25
Protection,2P 600V FUSBLK,ea,66.8710,1139574,5171251464,BUSS JM60030-2C,2026-08-25
Protection,LOW-PEAK CC TD FUSE,ea,44.3720,68783,5171218039,BUSS LP-CC-8,2026-08-25
Protection,250V MINIATURE FUSE,ea,5.7670,283345,5171243124,BUSS GDA-500MA,2026-08-25
Protection,BUSS SMALL DIMENSION FUSE,ea,1.6393,285321,5171265523,BUSS AGC-5-R,2026-08-25
Protection,GMC 4A BUSS FUSE,ea,2.6288,285615,5171264295,BUSS GMC-4-R,2026-08-25
Protection,3P 600V FUSBLK,ea,42.4770,1149774,5171248639,BUSS BCM603-3SQ,2026-08-25
Protection,600V RK1 TD FU,ea,46.6130,93503,5171254835,BUSS LPS-RK-25S,2026-08-25
Protection,600V J TD FUSE,ea,163.2750,70032,5171252338,BUSS LPJ-80SP,2026-08-25
Protection,FUSE HOLDER,ea,66.4690,183854,5171255701,BUSS JTN60030,2026-08-25
Protection,LW-PEAK CC TD FUS,ea,46.2170,184005,5171218046,BUSS LP-CC-1-4/,2026-08-25
Protection,S501 10A BUSS FA 5-IN BOX -,ea,3.9680,292548,5171264898,BUSS S501-10-R,2026-08-25
Protection,LOW-PEAK CC TD FUSE,ea,46.2170,115901,5171218040,BUSS LP-CC-1/2,2026-08-25
Protection,LOW PEAK CC TD FU,ea,44.3720,94252,5171218043,BUSS LP-CC-1,2026-08-25
Protection,LW-PEAK CC TD FUSE,ea,44.3720,185020,5171218053,BUSS LP-CC-9,2026-08-25
Protection,600V TD TB FUSE,ea,97.0680,1176835,5171262636,BUSS LPJ-35SPI,2026-08-25
Protection,600V RK1 TD FU,ea,143.9450,95509,5171254844,BUSS LPS-RK-90S,2026-08-25
Protection,L/PEAK CC TD FUSE,ea,44.3720,96598,5171218052,BUSS LP-CC-7,2026-08-25
Protection,LOW PEAK CC T,ea,46.2170,96841,5171218054,BUSS LP-CC-2-1/,2026-08-25
Protection,600V RK TD FUSE,ea,19.5670,74870,5171250831,BUSS FRS-R-17-1,2026-08-25
Protection,600V J TD FUSE,ea,57.7310,96967,5171252280,BUSS LPJ-2SP,2026-08-25
Protection,600V MIDGET FUSE,ea,31.0630,46193,5171242059,BUSS KTK-R-1-1/,2026-08-25
Protection,600V MIDGET TD FUSE,ea,45.8120,75643,5171249693,BUSS FNQ-R-3/4,2026-08-25
Protection,FUSBLK COVER,ea,24.1880,1205920,5171249286,BUSS CVRI-J-600,2026-08-25
Protection,LOW-PEAK CC TD FUSE,ea,44.3720,76697,5171218034,BUSS LP-CC-6,2026-08-25
Protection,600V J TD FUSE,ea,690.0920,98530,5171252284,BUSS LPJ-400SP,2026-08-25
Protection,DISTR BLK,ea,40.2480,148096,5171214926,BUSS 16220-1,2026-08-25
Protection,600V J TD FUSE,ea,56.0980,48338,5171252320,BUSS LPJ-20SP,2026-08-25
Protection,600V SMALL DIM FUSE,ea,16.8960,48532,5171270747,BUSS BBS-5,2026-08-25
Protection,500V MIDGET TD FUSE,ea,36.9250,78379,5171278606,BUSS FNQ-6,2026-08-25
Protection,STD FLANGE HDL,ea,344.3560,17384,5171240178,BUSS FLH1,2026-08-25
Protection,60MM CABLE,ea,609.0000,17390,5171240176,BUSS FLC60,2026-08-25
Protection,FUSBL CT PROTR,ea,360.7070,56639,5171270970,BUSS CCP2RL-2-3,2026-08-25
Protection,3P 30A DIS-SW,ea,466.3600,59335,5171240272,BUSS RDF30J-3,2026-08-25
Protection,10A 1NO AUX CNT,ea,49.4300,59338,5171240158,BUSS BAC05,2026-08-25
Protection,RED DOOR HDL KIT,ea,133.9210,65088,5171240214,BUSS H79-1,2026-08-25
Protection,250V MIDGET FUSE,ea,9.7120,86972,5171232009,BUSS BAF-8,2026-08-25
Protection,4.5IN RH HANDLE,ea,217.4960,101401,5171270535,BUSS CCP2-H4X-R,2026-08-25
Protection,8MM DIS-SW SHAFT,ea,37.7620,101402,5171271292,BUSS CCP2-SH1-2,2026-08-25
Protection,300V FUSE BLOCK,ea,106.8530,141780,5171214790,BUSS T30030-2CR,2026-08-25
Protection,FUSE,ea,2.4489,215599,5171264417,BUSS S500-4-R,2026-08-25
Misc,12/2 BLK UNDERGROUND LGHT C,m,874.7700,665397,980130S4691,CABLE. LANDSCAP,2026-08-25
Misc,10/2 BLK UNDERGRND LGHT CBL,m,1197.0530,300895,029892x9829,CABLE LANDSCAPE,2026-08-25
Misc,10/2 BLK UNDERGRND LGHT CBL,m,1072.0070,300898,980130S4690,CABLE LANDSCAPE,2026-08-25
Misc,COMPOSITE CABLE 18/C,ea,1.8830,70389,SON00257832,CABLMAST CM-HSB,2026-08-25
Misc,COMPOSITE CABLE 1/3C+6/1C+1,ea,6.7000,70745,SON00258124,CABLMAST CM-HSB,2026-08-25
Misc,17-26KW COMP CU CABLE 3#2/1,ea,16.9470,89689,SON00259383,CABLMAST CM-HSB,2026-08-25
Misc,GENERATOR CABLE,ea,12.6060,120946,SON00266090,CABLMAST CM-HSB,2026-08-25
Misc,"GENERATOR CABLE (4/3, 8/1,",ea,11.3080,136449,SON00267459,CABLMAST CM-HSB,2026-08-25
Misc,COMP CABLE (3/3-8/1-18/9) B,ea,9.8540,184665,SON00272961,CABLMAST CM-HSB,2026-08-25
Conduit & Raceway,WIRE MESH CABLE TRAY DIVIDE,ea,37.6600,529761,80038801835,CABL COT105KITP,2026-08-25
Misc,0.07LB SPLT BOLT GRDG CON,ea,12.9110,544762,80038801483,CABL GNDSB,2026-08-25
Misc,1 GANG RING,ea,11.7690,834421,80038805802,CABL> APR-1,2026-08-25
Misc,2 GANG RING,ea,14.6200,834423,80038805804,CABL> APR-2,2026-08-25
Grounding & Bonding,(942866) GROUNDING LUG,ea,12.8880,864952,80038802776,CABL GNDCL,2026-08-25
Misc,FAS L BRACKET,ea,8.7500,626393,80038800277,CABL FASL100PG,2026-08-25
Conduit & Raceway,2D X 2W X 10FT CABLE TRAY,ea,89.2710,259836,80038800021,CABL CF54/50EZ,2026-08-25
Misc,"CENTER HANGER FOR 18"" WIDE",ea,20.1440,115172,80038800438,CABL FASPCH450P,2026-08-25
Misc,12W L BRACKET USED ON 14.9,ea,14.1800,115347,80038800286,CABL FASL300PG,2026-08-25
Conduit & Raceway,STRUT SUPPORT CLIPS 1EA (50,ea,1.3110,79698,80038800441,CABL> FS41DC (5,2026-08-25
Misc,FAS PROFILE 12IN LENGTH PRO,ea,12.9900,100412,80038800190,CABL FASP300PG,2026-08-25
Misc,FAS PROFILE 16IN LENGTH FIT,ea,15.7930,100709,80038800193,CABL FASP400PG,2026-08-25
Conduit & Raceway,2D X 6W X 10FT CABLE TRAY,ea,85.7260,322154,80038800029,CABL CF54/150EZ,2026-08-25
Misc,FAS CENTER HANGER 12W,ea,16.9500,229684,80038800436,CABL FASPCH300P,2026-08-25
Misc,FAS CENTER HANGER,ea,10.8060,356449,80038801171,CABL FASPCH150P,2026-08-25
Misc,(943215) 1EA SPLICE WASHER,ea,2.1040,1097881,80038801878,CABL> SWKEZ,2026-08-25
Conduit & Raceway,4D X 6W X 10 FT CABLE TRAY,ea,101.3580,277100,80038800074,CABL CF105/150E,2026-08-25
Conduit & Raceway,CABLOFIL CABLE TRAY,ea,143.4670,183231,80038800078,CABL CF105/200E,2026-08-25
Misc,TRAPEZ HANG CLIP,ea,2.4760,93121,80038800412,CABL> ASPG 5860,2026-08-25
Conduit & Raceway,891 CABLE TRAY,ea,144.1190,286978,80038800070,CABL CF105/100E,2026-08-25
Misc,SQUARE SPLICE WASHER - 25/B,ea,27.8010,94091,80038800341,CABL CE40EZ,2026-08-25
Conduit & Raceway,4D X 12W X 10FT CABLE TRAY,ea,131.2290,94440,80038800082,CABL CF105/300E,2026-08-25
Conduit & Raceway,4D X 18W X 10FT CABLE TRAY,ea,145.2340,95190,80038800119,CABL CF105/450E,2026-08-25
Conduit & Raceway,2D X 4W X 10FT CABLE TRAY W,ea,88.1270,95940,80038800025,CABL CF54/100EZ,2026-08-25
Conduit & Raceway,2D X 8W X 10FT CABLE TRAY,ea,108.1570,96225,80038800033,CABL CF54/200EZ,2026-08-25
Conduit & Raceway,2D X 12W X 10FT CABLE TRAY,ea,143.8340,96583,80038800037,CABL CF54/300EZ,2026-08-25
Fasteners,SPLICE PLATE 50/CS,ea,3.6270,98792,80038800355,CABL> EDRNEZ 55,2026-08-25
Misc,1 TEE OR 2 90 DEGREE BEND K,ea,26.8070,99642,80038800869,CABL EZT90EZ,2026-08-25
Misc,CUSTOM-R1,ea,27.0350,1653609,S0029500002,CADPRE 4D-A-62-,2026-08-25
Misc,CUSTOM-D5,ea,17.1720,1653615,S0029500008,CADPRE 4D100-P-,2026-08-25
Misc,CUSTOM Q1,ea,34.5120,47913,SON00247391,CADPRE 4D-B-62-,2026-08-25
Fittings,3/4IN SS FLEX CONNECTOR MAL,ea,127.6900,799865,84765600571,CALP S60700FC90,2026-08-25
Fittings,3/4IN SS316 THREADED COUPLI,ea,37.9610,1007949,84765600167,CALP S60700CP00,2026-08-25
Boxes,3/4IN SS FS SINGLE GANG BOX,ea,339.8210,806111,84765600136,CALP S60700FS00,2026-08-25
Fittings,3/4IN SS FLEX CONNECTOR MAL,ea,97.1800,810317,84765600572,CALP S60700FCS0,2026-08-25
Fittings,3/4IN SS LINE TERMINATOR 31,ea,115.1330,810319,84765600149,CALP S60700LT00,2026-08-25
Fittings,3/4 X 10FT SS304 CONDUIT W/,ea,30.7656,815988,84765600002,CALP S40710CT00,2026-08-25
Fittings,3/4IN SS ONE HOLE STRAP,ea,2.6950,821954,84765600305,CALP S607001S00,2026-08-25
Fittings,3/4 X 1/2IN SS FACE BUSHING,ea,36.1700,856060,84765600182,CALP S60700FB05,2026-08-25
Fittings,1IN SS316 LR CONDUIT BODY,ea,386.8780,634982,84765600122,CALP S61000LR00,2026-08-25
Fittings,1/2IN 316SS FLEX CONNECTOR,ea,82.4510,901897,84765600560,CALP S60500FCS0,2026-08-25
Fittings,3/4IN SS LB CONDULET,ea,212.9100,908316,84765600094,CALP S60700LB00,2026-08-25
Devices,2G SS DUPLEX COVER,ea,30.1700,669611,84765601544,CALP S6072DPLTD,2026-08-25
Fittings,1/2IN SS PVC COATED FLEX CO,ea,16.2600,925874,84765600231,CALP S60500CTFC,2026-08-25
Fittings,3/4IN SS TEE CONDULET,ea,399.0800,707149,84765600102,CALP S60700TE00,2026-08-25
Fittings,1IN SS FLEX CONNECTOR MALE,ea,142.9190,743438,84765600585,CALP S61000FC90,2026-08-25
Fittings,1IN SS MINI CONDUIT HANGER,ea,5.3680,756878,84765600297,CALP S61000MH00,2026-08-25
Fittings,3/4IN SS MINI CONDUIT HANGE,ea,4.8190,769034,84765600296,CALP S60700MH00,2026-08-25
Conduit & Raceway,3/4IN X 10FT SS304 EMT,ea,15.3529,1227871,84765600248,CALP S10710CT00,2026-08-25
Fittings,1 X 10FT SS304 CONDUIT W/ C,ea,43.3833,1228287,84765600003,CALP S41010CT00,2026-08-25
Fittings,1IN SS TEE CONDULET,ea,447.8160,1228291,84765600103,CALP S61000TE00,2026-08-25
Fittings,1IN SS LB CONDULET,ea,535.2960,1228294,84765600532,CALP S61000LB00,2026-08-25
Fittings,1IN SS316 THREADED COUPLING,ea,86.0850,1228323,84765600168,CALP S61000CP00,2026-08-25
Fittings,1 X 3/4IN SS FACE BUSHING,ea,55.6520,1228325,84765600184,CALP S61000FB07,2026-08-25
Fittings,1/2 SS LB CND BDY,ea,434.5180,1291507,84765600093,CALP S60500LB00,2026-08-25
Fittings,1/2IN SS FLEX CONNECTOR MAL,ea,105.4820,1097800,84765600559,CALP S60500FC90,2026-08-25
Fittings,1IN SS CMPRN M CONN,ea,85.3280,1400649,84765600213,CALP S61000MC00,2026-08-25
Fittings,1IN SS FLEX CONNECTOR MALE,ea,97.7390,1217516,84765600586,CALP S61000FCS0,2026-08-25
Fittings,1IN SS LINE TERMINATOR 316,ea,137.1910,1217522,84765600150,CALP S61000LT00,2026-08-25
Fittings,SS DEV BOX PLATE,ea,26.4310,186288,84765601543,CALP S6071TPLTS,2026-08-25
Boxes,21 CU IN 1 G NW ADJUSTABLE,ea,5.7023,1207768,8870097217,CTX EZ21SBZ-ADJ,2026-08-25
Fittings,4-IN 30D PVC ELBOW,ea,36.4005,196751,8870051834,CTX 5133775,2026-08-25
Fittings,5-IN 30D PVC ELBOW,ea,58.3935,191117,8870051822,CTX 5133753,2026-08-25
Boxes,4X4X4 PVC JCT BOX,ea,23.0513,102087,8870001299,CTX 5133709,2026-08-25
Fittings,3-IN PVC END BELL,ea,7.9054,54399,8870052831,CTX 5144010,2026-08-25
Fittings,3-IN PVC COUPLING,ea,2.7609,54405,8870006108,CTX 6141630,2026-08-25
Fittings,5-IN PVC END BELL,ea,12.3915,54407,8870052834,CTX 5144013,2026-08-25
Fittings,5-IN PVC COUPLING,ea,10.7786,54409,8870004144,CTX 6141633,2026-08-25
Fittings,1-1/2 PVC END BELL,ea,3.8685,54413,8870000010,CTX 5144007,2026-08-25
Fittings,1-1/2 PVC COUPLING,ea,0.7283,54414,8870006105,CTX 6141627,2026-08-25
Fittings,1-IN PVC END BELL,ea,3.5109,54418,8870000008,CTX 5144005,2026-08-25
Fittings,1-IN PVC COUPLING,ea,0.3914,54421,8870006103,CTX 6141625,2026-08-25
Fittings,2-1/2 PVC END BELL,ea,6.1361,54423,8870000025,CTX 5144009,2026-08-25
Fittings,2-1/2 PVC COUPLING,ea,1.6694,54424,8870006107,CTX 6141629,2026-08-25
Fittings,2-IN PVC END BELL,ea,5.2375,54427,8870000011,CTX 5144008,2026-08-25
Fittings,2-IN PVC COUPLING,ea,0.9478,54428,8870006106,CTX 6141628,2026-08-25
Boxes,2-IN PVC TERM ADPTR,ea,1.3633,103851,8870006206,CTX 5140108,2026-08-25
Boxes,2-1/2 PVC TERM ADPTR,ea,2.3178,103853,8870006207,CTX 5140109,2026-08-25
Boxes,3-IN PVC TERM ADPTR,ea,3.3959,103854,8870006208,CTX 5140110,2026-08-25
Boxes,4-IN PVC TERM ADPTR,ea,5.8287,103858,8870052780,CTX 5140112,2026-08-25
Boxes,2X3 BASE SPACER,ea,1.9869,218613,8870053877,CTX 5335979,2026-08-25
Boxes,4-IN PVC PLUG W/EYE,ea,3.5980,220396,8870053862,CTX 5315262,2026-08-25
Boxes,2-IN PVC PLUG W/EYE,ea,2.9672,220399,8870053859,CTX 5315258,2026-08-25
Fittings,3-IN 90D PVC ELBOW,ea,16.0402,155632,8870051882,CTX 5133830,2026-08-25
Fittings,4IN PVC END BELL,ea,9.4318,175868,8870002079,CTX 5144012,2026-08-25
Boxes,1-1/4 TYPE-LB PVC FTG,ea,8.7161,58997,8870006544,CTX 5133666,2026-08-25
Boxes,3/4 PVC EXPANSION CPLG,ea,37.5376,60757,8870001609,CTX 5144032,2026-08-25
Boxes,1-1/4 PVC TERM ADPTR,ea,0.7865,159517,8870006204,CTX 5140106,2026-08-25
Fittings,1/2 PVC COUPLING,ea,0.2059,177718,8870000000,CTX 6141623,2026-08-25
Fittings,4-IN 90D PVC ELBOW,ea,27.8421,133417,8870056858,CTX 5133832,2026-08-25
Fittings,5-IN 90D PVC ELBOW,ea,48.4164,160601,8870051886,CTX 5133835,2026-08-25
Fittings,4-IN PVC COUPLING,ea,4.2588,160602,8870056866,CTX 6141632,2026-08-25
Fittings,5-IN 36RAD 90D ELBOW,ea,93.6640,160605,8870001458,CTX 5133841,2026-08-25
Boxes,1/2 PVC TERM ADPTR,ea,0.2739,134813,8870000002,CTX 5140103,2026-08-25
Boxes,5-IN PVC END CAP,ea,25.9628,257531,8870052771,CTX 5140041,2026-08-25
Boxes,3X3 BASE SPACER,ea,2.2258,257859,8870053873,CTX 5335975,2026-08-25
Boxes,3X3 INTER SPACER,ea,2.0422,257860,8870053890,CTX 5336031,2026-08-25
Boxes,5-IN PVC FEMALE ADPTR,ea,12.4914,263808,8870052776,CTX 5140053,2026-08-25
Boxes,1-IN PVC EXPANSION CPLG,ea,39.0220,137170,8870001610,CTX 5144033,2026-08-25
Fittings,4-IN 36RAD 90D ELBOW,ea,57.3570,65750,8870056874,CTX 5133821,2026-08-25
Boxes,3-IN PVC EXPANSION CPLG,ea,76.8490,273777,8870002415,CTX 5144038,2026-08-25
Boxes,3/4 PVC TERM ADPTR,ea,0.4847,113402,8870000003,CTX 5140104,2026-08-25
Fittings,3/4 90D PVC ELBOW,ea,1.2730,190437,8870015353,CTX 5133824,2026-08-25
Fittings,3/4 PVC COUPLING,ea,0.2541,190439,8870000001,CTX 6141624,2026-08-25
Boxes,2 1/2 UL EXP CPLG TWO PIECE,ea,60.7106,279474,8870002357,CTX 5144037,2026-08-25
Boxes,1 1/4 UL40 90 BND STD R,ea,2.8574,284068,8870015355,CTX 5133826,2026-08-25
Fittings,2-1/2 45D PVC ELBOW,ea,9.5564,183334,8870015358,CTX 5133769,2026-08-25
Fittings,3-IN 45D PVC ELBOW,ea,15.2876,183340,8870056851,CTX 5133770,2026-08-25
Boxes,1-IN PVC TERM ADPTR,ea,0.6115,183353,8870006203,CTX 5140105,2026-08-25
Boxes,1-1/2 PVC TERM ADPTR,ea,0.9485,183357,8870006205,CTX 5140107,2026-08-25
Boxes,1/2 PVC FEMALE ADPTR,ea,0.3271,183363,8870000004,CTX 5140043,2026-08-25
Boxes,3/4 PVC FEMALE ADPTR,ea,0.5163,183364,8870000005,CTX 5140044,2026-08-25
Boxes,1-IN PVC FEMALE ADPTR,ea,0.6981,183365,8870006243,CTX 5140045,2026-08-25
Boxes,1-1/4 PVC FEMALE ADPTR,ea,0.9339,183367,8870006244,CTX 5140046,2026-08-25
Boxes,1-1/2 PVC FEMALE ADPTR,ea,0.9932,183368,8870006245,CTX 5140047,2026-08-25
Boxes,2-IN PVC FEMALE ADPTR,ea,1.3528,183370,8870006246,CTX 5140048,2026-08-25
Boxes,2-1/2 PVC FEMALE ADPTR,ea,3.0016,183371,8870006247,CTX 5140049,2026-08-25
Boxes,3-IN PVC FEMALE ADPTR,ea,3.7457,183372,8870056940,CTX 5140050,2026-08-25
Boxes,3-1/2 PVC FEMALE ADPTR,ea,4.8993,183373,8870052774,CTX 5140051,2026-08-25
Boxes,4-IN PVC FEMALE ADPTR,ea,5.0222,183388,8870002399,CTX 5140052,2026-08-25
Boxes,3/4 PVC END CAP,ea,1.6847,183393,8870052762,CTX 5140032,2026-08-25
Boxes,1-IN PVC END CAP,ea,1.8049,183395,8870052763,CTX 5140033,2026-08-25
Boxes,1-1/2 PVC END CAP,ea,3.4145,183397,8870052765,CTX 5140035,2026-08-25
Boxes,2-IN PVC END CAP,ea,4.7096,183398,8870052767,CTX 5140037,2026-08-25
Boxes,2-1/2 PVC END CAP,ea,8.5382,183399,8870052768,CTX 5140038,2026-08-25
Boxes,3-IN PVC END CAP,ea,10.7329,183400,8870052769,CTX 5140039,2026-08-25
Fittings,3/4 PVC END BELL,ea,2.9497,183405,8870052825,CTX 5144004,2026-08-25
Fittings,1-1/4 PVC END BELL,ea,3.7242,183406,8870056713,CTX 5144006,2026-08-25
Boxes,3/4 TYPE-LB PVC FTG,ea,5.2087,183414,8870006542,CTX 5133664,2026-08-25
Boxes,1-IN TYPE-LB PVC FTG,ea,5.7339,183415,8870006543,CTX 5133665,2026-08-25
Boxes,1-1/2 TYPE-LB PVC FTG,ea,10.4829,183416,8870006545,CTX 5133667,2026-08-25
Boxes,2-IN TYPE-LB PVC FTG,ea,18.5488,183418,8870006546,CTX 5133668,2026-08-25
Boxes,4-IN TYPE-LB PVC FTG,ea,76.3489,183436,8870002273,CTX 5133672,2026-08-25
Boxes,4X4X2 PVC JCT BOX,ea,13.9735,183440,8870002029,CTX 5133705,2026-08-25
Boxes,6X6X4 PVC JCT BOX,ea,28.2189,183443,8870056856,CTX 5133710,2026-08-25
Boxes,6X6X6 PVC JCT BOX,ea,32.9282,183444,8870001629,CTX 5133711,2026-08-25
Boxes,8X8X4 PVC JCT BOX,ea,53.2392,183445,8870001125,CTX 5133712,2026-08-25
Boxes,12X12X4 PVC JCT BOX,ea,81.7499,183446,8870001126,CTX 5133714,2026-08-25
Boxes,3/4 UL80 45 BND STD R,ea,4.4653,291122,8870001011,CTX 5121004,2026-08-25
Boxes,12X12 X 6 JUNCTION BOX,ea,83.8822,291375,8870056857,CTX 5133713,2026-08-25
Fittings,1 1/4 UL TWO HOLE STRAP,ea,0.6073,291386,8870056797,CTX 5133733,2026-08-25
Fittings,1 1/2 UL TWO HOLE STRAP,ea,0.7133,291387,8870056798,CTX 5133734,2026-08-25
Fittings,2 UL TWO HOLE STRAP,ea,0.9285,291388,8870056799,CTX 5133735,2026-08-25
Fittings,1/2 UL TWO HOLE STRAP,ea,0.3847,291389,8870056794,CTX 5133736,2026-08-25
Fittings,3/4 UL TWO HOLE STRAP,ea,0.4557,291390,8870056795,CTX 5133737,2026-08-25
Fittings,1 UL TWO HOLE STRAP,ea,0.5611,291391,8870056796,CTX 5133738,2026-08-25
Boxes,3/4 UL40 30 BND STD R,ea,1.9609,291395,8870051813,CTX 5133744,2026-08-25
Boxes,1 1/4 UL40 30 BND STD R,ea,3.3498,291397,8870051815,CTX 5133746,2026-08-25
Boxes,1 1/2 UL40 30 BND STD R,ea,4.6023,291398,8870051816,CTX 5133747,2026-08-25
Boxes,2 UL40 30 BND STD R,ea,11.1747,291399,8870051817,CTX 5133748,2026-08-25
Boxes,3/4 UL40 45 BND STD R,ea,1.1681,291410,8870056808,CTX 5133764,2026-08-25
Boxes,1 UL40 45 BND STD R,ea,1.8591,291411,8870015348,CTX 5133765,2026-08-25
Boxes,1 1/4 UL40 45 BND STD R,ea,2.6006,291412,8870056810,CTX 5133766,2026-08-25
Boxes,1 1/2 UL40 45 BND STD R,ea,3.5473,291413,8870056811,CTX 5133767,2026-08-25
Boxes,2 UL40 45 BND STD R,ea,4.9209,291414,8870015351,CTX 5133768,2026-08-25
Boxes,4 UL40 45 BND STD R,ea,26.5268,291416,8870056873,CTX 5133772,2026-08-25
Boxes,5 UL40 45 BND STD R,ea,42.5778,291417,8870051832,CTX 5133773,2026-08-25
Boxes,1/2 UL40 90 BND STD R,ea,1.1353,291441,8870000026,CTX 5133823,2026-08-25
Boxes,1 1/2 UL40 90 BND STD R,ea,3.8007,291442,8870015356,CTX 5133827,2026-08-25
Boxes,2 UL40 90 BND STD R,ea,5.1959,291443,8870015357,CTX 5133828,2026-08-25
Boxes,2 1/2 UL40 90 BND STD R,ea,9.0702,291444,8870015359,CTX 5133829,2026-08-25
Boxes,1 1/4 UL EXP CPLG TWO PIECE,ea,40.2176,291562,8870001611,CTX 5144034,2026-08-25
Boxes,1 1/2 UL EXP CPLG TWO PIECE,ea,40.8165,291563,8870001612,CTX 5144035,2026-08-25
Boxes,2 UL EXP CPLG TWO PIECE,ea,41.0384,291564,8870001613,CTX 5144036,2026-08-25
Boxes,4 UL EXP CPLG TWO PIECE,ea,115.6491,291565,8870054781,CTX 5144040,2026-08-25
Boxes,3 POLY PLUG WITH P E,ea,3.2892,291650,8870053861,CTX 5315260,2026-08-25
Boxes,5 POLY PLUG WITH P E,ea,4.4509,291651,8870094727,CTX 5315263,2026-08-25
Boxes,SPACER B VL 5 3,ea,2.6994,291656,8870053876,CTX 5335978,2026-08-25
Boxes,SPACER I VL 5 3,ea,2.6580,291662,8870053889,CTX 5336030,2026-08-25
Boxes,SPACER I VL 2 3,ea,1.8574,291663,8870053891,CTX 5336032,2026-08-25
Boxes,1 1/4 UL CPLG CC,ea,0.5219,291675,8870006104,CTX 6141626,2026-08-25
Boxes,4 TC6 FAB 5DEG CPLG B/B,ea,33.6623,291684,8870053969,CTX 6151459,2026-08-25
Boxes,4X3 INTER SPACER,ea,2.4580,71695,8870053886,CTX 5336024,2026-08-25
Boxes,4-IN PVC END CAP,ea,22.3645,167678,8870052770,CTX 5140040,2026-08-25
Fittings,1-IN SCHED-80 90D ELL,ea,5.9538,187392,8870001008,CTX 5121055,2026-08-25
Fittings,1-IN 90D PVC ELBOW,ea,1.9853,187791,8870015354,CTX 5133825,2026-08-25
Boxes,4X3 BASE SPACER,ea,2.5099,46895,8870053871,CTX 5335969,2026-08-25
Fittings,3-IN 30D PVC ELBOW,ea,15.1366,77569,8870051819,CTX 5133750,2026-08-25
Boxes,8X8X6 PVC JCT BOX,ea,64.8517,35491,8870051719,CTX 5133164,2026-08-25
Conductor,14/3 100FT ORANGE CORD,ea,83.3330,28861,7940703304,CRL 03304.63.04,2026-08-25
Conductor,14/3 50FT ORANGE CORD,ea,41.6670,19999,7940703356,CRL 03356.63.04,2026-08-25
Conductor,12/3 SJTW LIGHTED CORD 100F,ea,154.0340,741475,7940703399,CRL 03399.61.05,2026-08-25
Conductor,12/3SJT 100FT ORG EXT CORD,ea,113.3330,2777,7940706801,CRL 06801.63.04,2026-08-25
Conductor,14/3SJT 25FT 2281,ea,24.1670,4963,7940703328,CRL 03328.63.04,2026-08-25
Conductor,12/3SJT 50FT 2293,ea,58.3330,29969,7940706853,CRL 06853.63.04,2026-08-25
Conductor,12/3 SJT 8'BLK APPL CORD,ea,22.5030,308346,7940771951,CRL 01951.70.01,2026-08-25
Conductor,16/3 6' BLACK POWER CORD,ea,6.7170,308347,7940702548,CRL 02548.70.01,2026-08-25
Conductor,14/3SPT-3 6FT,ea,8.0840,101406,7940700436,CRL 00436.63.17,2026-08-25
Conductor,9FT 14/3 SPT-3,ea,10.6000,101736,7940700439,CRL 00439.63.17,2026-08-25
Conductor,12FT 3W PWR CRD,ea,17.5000,126947,7940704932,CRL 04932.70.01,2026-08-25
Conductor,12/3SPT-3 9FT CRD,ea,19.0840,226142,7940700772,CRL 00772.63.17,2026-08-25
Conductor,8-14/3 SJT PWR SPLY,ea,8.3330,227655,7940701950,CRL 01950.70.01,2026-08-25
Conductor,6FT 3W DRYR CD,ea,15.8330,89098,7940705656,CRL 05656.63.10,2026-08-25
Conductor,4FT 4W DRYR CD,ea,15.0000,92052,7940701004,CRL 01004.63.01,2026-08-25
Conductor,6FT 4W DRYR CD,ea,22.5000,92563,7940701006,CRL 01006.63.01,2026-08-25
Conductor,12/3 6'BEIGE AIR-COND PWR C,ea,12.1000,296751,7940704199,CRL 04199.60.17,2026-08-25
Conductor,4FT 4W RNG CRD,ea,29.1670,94965,7940700604,CRL 00604.63.01,2026-08-25
Conductor,6FT 4W RNG CRD,ea,41.6670,95351,7940700606,CRL 00606.63.01,2026-08-25
Conductor,12/3SJT 25FT C,ea,46.3830,98734,7940706826,CRL 06826.63.04,2026-08-25
Conductor,4FT 3W RNG CRD,ea,20.8330,99378,7940705604,CRL 05604.63.10,2026-08-25
Conductor,6FT 3W RNG CRD,ea,29.9840,99939,7940705606,CRL 05606.63.10,2026-08-25
Lighting,WRAPAROUND MARKERS MG-KMP 0,ea,187.1220,204812,,CEM 4103674,2026-08-25
Wire Management,MARKER MG-CPM-01 (5X10 WH)S,ea,0.1546,204813,,CEM 41090N,2026-08-25
Wire Management,MARKER MG-CPM-02,ea,0.1500,204816,,CEM 4104511,2026-08-25
Wire Management,MARKER MG-CPM-12 (4.2X9 WH),ea,0.1546,208473,SON00284727,CEM 46390,2026-08-25
Misc,CLEAR SILICONE,ea,10.4350,296965,930299991,CHB GE12C,2026-08-25
